publisher_loc,object_ID,year,label,title,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islington, Metropolitan Borough of",B18248597,1859,Page 024,B18248597,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1848-1859.xml/Islington.1859.b18248597.xml/10182485900550030.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,,14,15,16,17,18,19,20,21,22,23,24,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,610,2.24,12,1.97,608,99.67,533,732.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewisham Borough,B18244786,1939,Page 004,B18244786,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Lewisham.1939.b18244786.xml/10182447800050001.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Disease,Total cases notified.,Total Deaths.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,137,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792803,1933,Page 046,B19792803,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1933.b19792803.xml/10197928000470016.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Date of Death.,Sex and Age.,Cause of Death.,Where Death Occurred.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,21-1-33,Male 4 years,Diphtheria.,Eastern Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23-1-33,Female 2 years,Diphtheria.,Plaistow Fever Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30-1-33,Male 15 months,Laryngeal diphtheria.,Whipps Cross Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12-6-33,Female 5 years,Hæmorrhagic diphtheria,Isolation Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23-9-33,Female 11 years,Diphtheria.,Isolation Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6-11-33,Male 4 years,Diphtheria.,Isolation Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,22-11-33,Female 4 years,Diphtheria.,Isolation Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792803,1933,Page 046,B19792803,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1933.b19792803.xml/10197928000470016.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Date of Death.,21-1-33,23-1-33,30-1-33,12-6-33,23-9-33,6-11-33,22-11-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cause of Death.,Diphtheria.,Diphtheria.,Laryngeal diphtheria.,Hæmorrhagic diphtheria,Diphtheria.,Diphtheria.,Diphtheria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792803,1933,Page 117,B19792803,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1933.b19792803.xml/10197928001180050.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CAUSE OF DEATH.,Leyton.,Lea Bridge.,Central North.,Central South.,Forest.,Leyton-stone.,Grove Green.,Harrow Green.,Cann Hall.,Wan-stead Slip.,Ward not known.,Total Deaths under 1 Year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and croup,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792827,1935,Page 019,B19792827,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1935.b19792827.xml/10197928200200012.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Decrease.,Increase.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792827,1935,Page 020,B19792827,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1935.b19792827.xml/10197928200210014.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Smallpox,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792827,1935,Page 063,B19792827,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1935.b19792827.xml/10197928200640055.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Date of Death.,Sex.,Age.,Cause of Death.,Where death occurred.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6. 1.35,F.,3 years,"Diphtheria, cardiac failure",Isolation Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,10. 2.35,F.,5 years,"Diphtheria, acute bronchitis",„ „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12. 2.35,F.,54 years,"Cardiac failure, bronchitis, diphtheria, cancer of breast.",Whipps Cross Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,22. 3.35,M.,9 years,Diphtheria,Eastern Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30. 3.35,F.,2 years,"Diphtheria, cardiac failure",Isolation Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1. 5.35,F.,2 years,"Diphtheria, cardiac failure",„ „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29.10.35,M.,6 years,"Diphtheria, cardiac failure",„ „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30.12.35,M.,4 years,"Diphtheria, cardiac failure",„ „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792827,1935,Page 063,B19792827,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1935.b19792827.xml/10197928200640055.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Date of Death.,6. 1.35,10. 2.35,12. 2.35,22. 3.35,30. 3.35,1. 5.35,29.10.35,30.12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cause of Death.,"Diphtheria, cardiac failure","Diphtheria, acute bronchitis","Cardiac failure, bronchitis, diphtheria, cancer of breast.",Diphtheria,"Diphtheria, cardiac failure","Diphtheria, cardiac failure","Diphtheria, cardiac failure","Diphtheria, cardiac failure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792827,1935,Page 084,B19792827,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1935.b19792827.xml/10197928200850075.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,No.,Sex.,Age in years.,No. of days ill before admission.,Cause of death. In,In hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,F.,3 years,3,Diphtheria. Cardiac failure,6 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,F.,5 years,4,Diphtheria. Acute bronchitis. Cardiac failure.,8 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,F.,,4,Diphtheria Cardiac failure,6 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,F.,3 years,3,"Diphtheria, Cardiac failure",13 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,M.,7 years,2,"Diphtheria, Cardiac failure",1½ hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6,M.,4 years,4,"Diphtheria, Cardiac failure",4 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792827,1935,Page 084,B19792827,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1935.b19792827.xml/10197928200850075.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,No.,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cause of death. In,Diphtheria. Cardiac failure,Diphtheria. Acute bronchitis. Cardiac failure.,Diphtheria Cardiac failure,"Diphtheria, Cardiac failure","Diphtheria, Cardiac failure","Diphtheria, Cardiac failure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792827,1935,Page 104,B19792827,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1935.b19792827.xml/10197928201050090.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CAUSE OF DEATH.,Leyton.,Lea Bridge.,Central North.,Central South.,Forest.,Leyton-stone.,Grove Green.,Harrow Green.,Cann Hall.,Wan-stead Slip.,Ward not known.,Total Deaths under 1 Year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and croup,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792839,1936,Page 090,B19792839,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1936.b19792839.xml/10197928300910061.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Date of Death.,Sex.,Age.,Cause of Death.,Where death occurred.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,10. 2.36,Male,5,Diphtheria,"Eastern Hospital, L.C.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,26. 2.36,Male,2,Diphtheria,Isolation Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29. 2.36,Male,3,Diphtheria,„ „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2. 4.36,Female,5,Toxaemia. Diphtheria,„ „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2. 6.36,Male,4,Endocarditis. Diphtheria,„ „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,19. 6.36,Female,8,Heart failure. Diphtheria,„ „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30. 6.36,Male,4,Heart failure. Diphtheria,„ „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4. 7.36,Male,2,Toxaemia. Diphtheria,„ „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5. 8.36,Male,5,Heart failure. Diphtheria. Hemiplegia.,„ „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.12.36,Female,3,Toxaemia. Diphtheria,„ „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792839,1936,Page 090,B19792839,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1936.b19792839.xml/10197928300910061.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Date of Death.,10. 2.36,24. 2.36,26. 2.36,29. 2.36,2. 4.36,2. 6.36,19. 6.36,30. 6.36,4. 7.36,5. 8.36,14.12.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cause of Death.,Diphtheria,Membranous Tonsillitis (Diphtheritic). P.M. without Inquest.,Diphtheria,Diphtheria,Toxaemia. Diphtheria,Endocarditis. Diphtheria,Heart failure. Diphtheria,Heart failure. Diphtheria,Toxaemia. Diphtheria,Heart failure. Diphtheria. Hemiplegia.,Toxaemia. Diphtheria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792839,1936,Page 107,B19792839,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1936.b19792839.xml/10197928301080091.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,No.,Sex.,Age.,Cause of Death.,In Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,M.,2 years,Diphtheria,32 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,F.,5,"Toxaemia, Diphtheria",1 day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,M.,5,"Endocarditis, Diphtheria",6 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,F.,8,"Heart Failure, Diphtheria",23 „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7,M.,2,"Toxaemia, Diphtheria",1 day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,8,M.,5,"Heart Failure, Diphtheria, Hemiplegia",41 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,9,F,4,"Toxaemia, Diphtheria",9 „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792839,1936,Page 107,B19792839,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1936.b19792839.xml/10197928301080091.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,No.,1,2,3,,,6,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cause of Death.,Diphtheria,„,"Toxaemia, Diphtheria","Endocarditis, Diphtheria","Heart Failure, Diphtheria",",,","Toxaemia, Diphtheria","Heart Failure, Diphtheria, Hemiplegia","Toxaemia, Diphtheria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792839,1936,Page 121,B19792839,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1936.b19792839.xml/10197928301220109.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CAUSE OF DEATH.,Leyton.,Lea Bridge.,Central North.,Central South.,Forest.,Leyton-stone.,Grove Green.,Harrow Green.,Cann Hall.,Wan-stead Slip.,Ward. not known.,Total Deaths under 1 Year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and croup,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19823885,1937,Page 086,B19823885,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1937.b19823885.xml/10198238800890052.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Date of Death.,Sex.,Age.,Cause of Death.,Where death occurred.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27.1.37,Male,9 mths.,Laryngeal Diphtheria,Whipps Cross Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.2.37,Male,5 yrs,Collapse of lung following impaction of diphtheria membrane.,At Home.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,19.2.37,Male,7 „,Toxcemia. Diphtheria,Isolation Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30.4.37,Female,11 „,"Laryngeal Diphtheria, tracheotomy.",„ „,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.4.37,Male,8 „,Diphtheria,"Ottershaw Infecious Disease Hospital, Chertsey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19823885,1937,Page 086,B19823885,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1937.b19823885.xml/10198238800890052.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Date of Death.,27.1.37,6.2.37,19.2.37,22.3.37,23.4.37,30.4.37,14.4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cause of Death.,Laryngeal Diphtheria,Collapse of lung following impaction of diphtheria membrane.,Toxcemia. Diphtheria,„ „,„ „,"Laryngeal Diphtheria, tracheotomy.",Diphtheria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792840,1938,Page 078,B19792840,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1938.b19792840.xml/10197928400790087.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sex.,Age.,Cause of Death.,In Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,f.,4 years,"Cardiac paralysis, diphtheria",12 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792840,1938,Page 078,B19792840,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1938.b19792840.xml/10197928400790087.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sex.,f.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cause of Death.,"Cardiac paralysis, diphtheria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton,B19792840,1938,Page 089,B19792840,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1930-1939.xml/Leyton.1938.b19792840.xml/10197928400900093.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CAUSE OF DEATH.,Leyton.,Lea Bridge.,Central North.,Central South.,Forest.,Leyton-stone.,Grove Green.,Harrow Green.,Cann Hall.,Wan-stead Slip.,Ward not known.,Total Leaths under 1 Year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and croup,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
